case_id,material,total_length_mm,n_nodes,n_elements,static_max_deflection_mm,static_max_deflection_um,static_max_vonmises_MPa,static_max_shear_MPa,static_factor_of_safety,modal_num_modes,modal_min_frequency_Hz,modal_max_frequency_Hz,freq_mode1_Hz,freq_mode2_Hz,freq_mode3_Hz,freq_mode4_Hz,freq_mode5_Hz,freq_mode6_Hz,var_E,var_Ff,var_Fr,var_Ft,var_L1,var_L2,var_L3,var_L4,var_R1,var_R2,var_R3,var_R4,var_front_z_fraction,var_pos_tol_front,var_pos_tol_rear,var_rear_z_fraction,var_rho,var_ri,var_sigma_y,mode
22,AISI_4140,517.9206994121614,30211,17520,0.011008,11.01,10.18,11.37,64.1,6,542.73,2532.58,542.73,1106.08,1127.56,1477.27,2137.95,2532.58,204048.1010205138,786.6539193519752,1290.2740707250227,1081.0473652481348,62.840122009499495,408.4345295454994,25.917046566061735,20.72900129110073,42.81304735937788,55.41352803177896,74.1415549054205,47.133726105557386,0.2046850608523118,0.006454779636507934,0.019286157783552554,0.6878769216376038,7.890555031651753e-09,34.83474161516113,652.623252673385,ansys_mapdl
23,AISI_4140,556.7125399837914,28421,16128,0.014727,14.73,13.84,15.57,44.16,6,477.35,2353.32,477.35,750.12,853.94,1333.4,1699.07,2353.32,214167.81318543322,935.2119340811585,585.8964019364136,1307.4434450119033,80.8312597296966,423.89668416597124,35.0838700993024,16.900725988821126,42.50457887174905,48.33732863474166,82.05327668015107,50.94409900655628,0.1441832753144645,0.010158370821170593,0.03872442586756448,0.7006770570317805,7.849136768402172e-09,33.34092819493118,611.2126184522314,ansys_mapdl
24,AISI_4140,564.4274804142188,19675,10966,0.063203,63.2,38.8,44.68,16.3,6,349.9,1424.85,349.9,543.07,610.94,716.81,786.0,1424.85,205275.12127228905,590.0513275222279,852.0301591183976,1210.9352982284242,88.70687220453534,439.1298058799939,25.347766736761983,11.243035592927633,52.368793113676986,35.509897607550656,70.50044763476288,38.20329020962851,0.1731510730902174,0.016738684112243437,0.010226769662418216,0.7850910451128609,7.854097166643063e-09,28.47562044532495,632.4494003133591,ansys_mapdl
25,AISI_4140,537.6193509715076,24594,13422,0.057221,57.22,45.89,51.74,15.17,6,512.28,1951.08,512.28,806.56,850.03,872.63,1079.0,1951.08,200905.99184613375,848.9779449639672,1251.0332606769703,3193.0897314180734,82.90645014562955,411.4158813393709,21.2954300111876,22.001589475319495,54.85109537072338,41.422855253966226,74.58046513455915,35.17231517982773,0.16255468303023984,0.013245823630776529,0.022013822100657568,0.6947669941117428,7.813861159432509e-09,29.587236548779167,696.3588590996169,ansys_mapdl
26,AISI_4140,531.4358211853015,31699,18768,0.020313,20.31,23.67,26.0,28.88,6,548.38,2239.0,548.38,1047.15,1051.0,1264.86,1483.67,2239.0,200159.05973354756,856.6436076427325,1021.9489516583357,2252.0395363577713,60.952913462048656,418.44323300585245,36.66818947666982,15.371485240730681,51.85888754814724,45.35583594803488,72.54872301539038,46.41034692996393,0.10805221284450763,0.02880072374664923,0.023538754594100257,0.8111919912755585,7.969567645117563e-09,28.190286142030608,683.625228962083,ansys_mapdl
27,AISI_4140,460.4960776956082,28658,16773,0.01157,11.57,12.79,13.66,52.77,6,575.02,2385.85,575.02,1359.35,1440.7,1810.01,1954.17,2385.85,205772.4733288446,943.2136898624051,1233.8949837141415,1364.026852202453,77.03794532740001,350.9745215107865,20.619430149004824,11.864180708416914,50.70159428790262,50.74818353740845,87.63882032470178,49.43388049588578,0.12821669900873064,0.019334215501328723,0.014474146744725237,0.8356494217112892,7.90897644218878e-09,31.643854193795605,674.8332962492793,ansys_mapdl
28,AISI_4140,501.3731032981812,19712,10863,0.040697,40.7,27.11,30.96,25.57,6,522.96,2100.54,522.96,764.95,816.77,1030.49,1178.88,2100.54,214964.07992344967,467.16916173692016,1495.8481333154018,1867.2948795258822,69.66598832572939,395.7097394906699,24.973309033686412,11.024066448095562,46.160354743368046,38.92319355046968,71.19422819701147,47.49051172689935,0.20090524191676523,0.02111394580044781,0.039362902737546474,0.6848024668339407,7.938134230940475e-09,27.517684799561188,693.3115176844807,ansys_mapdl
29,AISI_4140,526.6638100844308,28199,16106,0.030334,30.33,28.5,32.24,26.23,6,534.48,2279.0,534.48,1116.12,1121.97,1348.95,1781.02,2279.0,211163.77033340422,402.01305530548507,827.7425365205837,3391.769609120899,81.28494701821964,393.62846773025785,30.319231960680398,21.43116337527291,49.404346798926554,51.45794233272156,73.69957979602746,51.45044460083848,0.13557521233429368,0.014275877193372824,0.017708934564395255,0.7386480791253784,7.983468018963233e-09,34.38833945166219,747.5171064840223,ansys_mapdl
30,AISI_4140,548.0973402680885,26209,14584,0.034802,34.8,30.58,34.46,21.53,6,554.79,2105.63,554.79,918.06,933.78,1110.58,1373.78,2105.63,206889.24717457456,508.0769899467385,398.22951306825087,2884.142341443501,89.04091368506536,420.0059306843249,23.526987773220952,15.523508125477298,51.696224064058185,49.03108677251251,71.73986244262971,54.25377098427158,0.1857592962060701,0.029175425474932862,0.024216536791572634,0.6738840019871821,7.75943319999163e-09,33.06246699016678,658.381417694215,ansys_mapdl
31,AISI_4140,561.9566729058375,32326,19230,0.037551,37.55,39.05,43.9,18.94,6,503.21,2543.52,503.21,815.11,886.03,1335.28,1794.06,2543.52,207309.80746649567,570.488338027405,1342.7255087421295,2660.2442580508455,67.15690671569827,443.7204631780921,39.54522387806432,11.534079133982887,35.72142613371417,51.94679023406431,87.38489300455257,42.57819987400348,0.20840363035583304,0.027520785409549515,0.02214589862470616,0.7081217767548967,7.826417692294464e-09,32.22663971234762,739.5920191974288,ansys_mapdl
32,AISI_4140,523.4417817164859,22958,12536,0.18709,187.09,98.28,113.49,7.12,6,157.87,1127.58,157.87,320.08,451.73,559.28,710.96,1127.58,211895.93905863955,889.1606326639355,649.7788299270358,1518.0218364381444,86.75918666546796,373.67249739148343,38.86098894669959,24.149108712834927,45.5464920907723,36.662347185666256,77.37816627297214,45.20899765054891,0.15737498517329618,0.025204627602918115,0.012452175960311812,0.7492018320284021,7.874132498125557e-09,33.63160135779211,700.2568165808989,ansys_mapdl
33,AISI_4140,551.843266392525,24340,13748,0.070395,70.4,44.66,50.28,13.44,6,420.88,1504.65,420.88,588.38,658.07,808.71,832.31,1504.65,208898.4630550108,885.5927358150805,1318.0532013786983,2409.7804086026463,77.4795056209486,435.49323329232163,19.855885877256046,19.014641601998846,46.58247849368511,35.326753569343474,88.9380651125679,40.810604239577216,0.17004244239774202,0.009150905137195044,0.033591080775866755,0.7429483879238419,7.975870327520719e-09,26.135501530566266,600.1233592622727,ansys_mapdl
34,AISI_4140,522.8826066594254,32247,18987,0.028454,28.45,14.61,15.18,42.56,6,540.61,2370.94,540.61,1154.78,1171.04,1343.36,1641.1,2370.94,207174.55421830644,320.59521015050376,1384.7505651123427,1585.1818971494417,86.14883501952578,385.6507170581283,27.813648829346633,23.269405752424703,36.19091517074646,47.074733160404605,92.69963304056867,35.75213097765404,0.23155187753089554,0.013713771033438942,0.020062520254263576,0.8065863877069273,7.920961232921465e-09,29.78165579883516,621.6811878355942,ansys_mapdl
35,AISI_4140,494.2435396956169,23366,12878,0.02571,25.71,20.12,21.89,35.44,6,539.09,2187.42,539.09,995.48,1044.7,1182.71,1439.21,2187.42,206129.37764121415,206.54535213629734,308.2495430561402,2184.6232463789606,85.7080294100253,378.0307009327647,17.254901228799206,13.249908124027689,49.040653381055385,47.5419940774312,89.19162191046135,42.84619824880403,0.21222903924735056,0.01871891463313121,0.03615696550853641,0.7024537697513126,7.994501911882772e-09,30.183037681752847,713.0954637325564,ansys_mapdl
36,AISI_4140,463.2900840359753,23383,13109,0.021863,21.86,20.99,23.82,32.38,6,579.39,2378.15,579.39,764.59,891.31,1346.93,1468.29,2378.15,201584.70825570752,243.93178425993347,697.9108374838734,1674.2708474057235,65.68036663436055,361.41048961359445,18.939672331278157,17.259555456742177,42.156903621617644,39.202393579793316,79.57676073196602,53.80387133426949,0.17650925021160896,0.008432816543343468,0.017348753461861172,0.657731333324609,7.836788125773867e-09,25.596466243800016,679.6401602504995,ansys_mapdl
37,AISI_4140,507.25620343042806,25141,13985,0.022464,22.46,23.16,25.89,32.1,6,491.26,2559.54,491.26,882.64,976.93,1503.48,2190.03,2559.54,204948.6407029421,794.423032179622,339.49137676488317,2111.5686205270313,64.58360559932984,400.91828672611007,21.700308604239577,20.054002500748553,38.15049847853986,48.57529557853846,83.64337090184415,37.32820317106157,0.11105668005938722,0.020656951817447276,0.010962905788137684,0.6585865221626306,7.842579530773373e-09,32.77139562496667,743.5336753077497,ansys_mapdl
38,AISI_4140,498.25583703971927,31201,18563,0.012888,12.89,14.65,15.65,45.18,6,617.77,2645.06,617.77,1521.54,1701.58,2035.78,2611.29,2645.06,213837.70569041275,643.4680490679982,1361.1820572398065,1648.5196355435694,73.50629879609568,376.0487552967265,27.39118573665152,21.309597210245585,39.71903816274971,56.414354347953605,72.29079997792157,43.08496406550826,0.131497776441393,0.011752246721685691,0.03289478773931869,0.8202443541587798,7.712267903430873e-09,32.51324419453548,661.7010825213968,ansys_mapdl
39,AISI_4140,540.3718142225456,37586,22417,0.033818,33.82,30.58,31.97,21.09,6,461.57,1991.03,461.57,994.56,1021.76,1127.49,1367.79,1991.03,204542.72835676323,303.1126126377958,945.0538096221243,3240.011217416997,70.82026085271409,426.8695277870376,32.27244107879412,10.409584503999822,54.472640352868616,49.82970460220424,89.80121090308754,44.17337645721793,0.15477304615174609,0.0076946149333822905,0.03666750685342412,0.7881401061752253,7.806596363084807e-09,32.959643577856184,644.9950178769756,ansys_mapdl
40,AISI_4140,516.5678475452149,35520,21643,0.023613,23.61,32.22,34.8,22.79,6,565.94,2356.41,565.94,1107.42,1168.85,1297.37,1544.43,2356.41,202484.20623989275,287.7659305261384,1425.2512782351366,2484.3053315099005,74.57984093879865,387.92605854559764,31.284336489926776,22.77761157089183,47.67318363547311,46.95497606961218,78.33875477951614,39.07961445854333,0.1520496249533236,0.02992773790556698,0.009177400304011355,0.7776620271247059,7.789651349109672e-09,26.250642077730195,734.425190971012,ansys_mapdl
44,AISI_4140,503.28306800723976,33982,20860,0.016021,16.02,17.02,18.92,36.36,6,491.7,2246.11,491.7,1037.9,1133.11,1375.59,1793.83,2246.11,202040.53873183613,525.2829760850798,389.44350740397897,2218.268544129087,76.26412732720668,368.40794288737925,39.26187134570664,19.349126446947217,54.192735782434255,58.09268077844106,76.15847552337877,48.41524910789944,0.2289879771858,0.00866856789361821,0.02661290388956693,0.7309115804345816,7.947934275418402e-09,29.804155073258542,618.6189535483201,ansys_mapdl
45,AISI_4140,479.2100090447341,41801,26124,0.016725,16.73,26.21,28.77,27.33,6,554.53,2575.57,554.53,1292.63,1362.9,1612.23,1944.49,2575.57,204446.96816511822,908.2640815269947,523.7451024152545,2365.131598547032,69.59251807323527,364.7341647414648,23.117500571291988,21.765825658742024,46.95628708355418,54.0551717891623,90.44419981587538,53.062564646094984,0.20559392235917923,0.01457528233345511,0.02516579727243403,0.8018041451607069,7.710785819811229e-09,27.025084972028885,716.5035367272546,ansys_mapdl
46,AISI_4140,499.1763997806601,22354,12076,0.016696,16.7,12.56,13.4,51.51,6,650.35,2368.71,650.35,1218.74,1274.12,1444.25,1651.14,2368.71,200566.3788887004,992.6630297206642,908.8797157301664,1008.3660901971082,83.86028862903378,388.51656717896054,16.134432011673603,10.665111960992174,38.90697202378845,46.325984288295246,82.71413597381196,50.32696736071631,0.24709747080269737,0.02195180451892325,0.02875790598372357,0.7708030211339517,7.777284694842814e-09,28.654846073056913,646.868565958933,ansys_mapdl
47,AISI_4140,464.3786574361443,22226,13040,0.021438,21.44,22.95,25.07,26.46,6,662.73,2911.92,662.73,1542.21,1644.94,2233.24,2513.85,2911.92,214486.53258752095,217.7988625841913,540.4231996054912,3302.3500433616014,75.23475532266106,354.8380212525039,22.086413287739656,12.219467573239687,41.516038121087476,55.97451975871256,75.49108160801151,44.61626706094576,0.19408723389856464,0.019755150129091546,0.015792214918107943,0.8058806609196012,7.857047602932823e-09,28.97251841399244,607.2991866140418,ansys_mapdl
48,AISI_4140,491.3184509161955,24833,14069,0.037439,37.44,27.96,31.94,22.65,6,524.88,2081.99,524.88,811.36,850.79,1084.72,1259.97,2081.99,211070.32264846854,769.1535485810984,713.7596406781431,2710.8050895446795,73.0787471390127,375.37526671723595,19.204962052320845,23.65947500762597,51.10055679221722,44.65011202770547,93.75925432983686,44.4491176068468,0.22415686077837424,0.00984118218281822,0.008491109925141483,0.6764153339997631,7.792672491277905e-09,31.092786392810474,633.3698676082062,ansys_mapdl
49,AISI_4140,527.2386842805004,25225,13982,0.044852,44.85,39.54,43.67,16.56,6,491.51,2195.35,491.51,882.2,971.02,1394.21,1810.08,2195.35,213076.2285292179,472.24690226798793,514.8630235198684,3102.072039337928,67.76676275450144,412.1169222865238,22.664384293345705,24.690614946129507,37.012329449060914,42.977413441505284,88.07332766442798,37.78503497752953,0.12032322139538737,0.017630284265761745,0.030756214912750508,0.7692740063616139,7.930494632839632e-09,31.852974114496075,654.6696961779234,ansys_mapdl
50,AISI_4140,501.6341078690928,23635,12237,0.047931,47.93,33.63,38.35,17.99,6,456.44,1799.87,456.44,1012.86,1082.81,1269.57,1442.01,1799.87,203788.62420887352,380.8918010297138,1153.6459633156828,2097.4740151813994,66.47591188349158,397.3338116779787,15.238993849316744,22.585390458305845,50.159841741740074,43.34483816354995,85.81680377508688,42.156342401293706,0.18875792171863232,0.026837087320930923,0.025491069916575137,0.8382045682931386,7.741192686749521e-09,33.916678073386166,604.9820335627903,ansys_mapdl
