case_id,material,total_length_mm,n_nodes,n_elements,static_max_deflection_mm,static_max_deflection_um,static_max_vonmises_MPa,static_max_shear_MPa,static_factor_of_safety,modal_num_modes,modal_min_frequency_Hz,modal_max_frequency_Hz,freq_mode1_Hz,freq_mode2_Hz,freq_mode3_Hz,freq_mode4_Hz,freq_mode5_Hz,freq_mode6_Hz,var_E,var_Ff,var_Fr,var_Ft,var_L1,var_L2,var_L3,var_L4,var_R1,var_R2,var_R3,var_R4,var_front_z_fraction,var_housing_it_grade,var_pos_tol_front,var_pos_tol_rear,var_rear_z_fraction,var_rho,var_ri,var_sigma_y,mode
25,AISI_4140,485.37169023668497,30964.0,18536.0,0.013156,13.16,15.37,15.76,45.47,6.0,577.95,2331.01,577.95,1028.04,1058.28,1327.35,1674.8,2331.01,213499.50178769755,356.5179435728486,1051.193637551946,1376.6179871686702,73.17836409943358,363.1631999116863,36.09780408602646,12.932322139538735,50.55743218725145,50.21711404978404,76.64899890944481,47.99397714830732,0.2090427008304369,5.564091368506536,0.0099457121294322,0.011067639342391,0.7082743272192804,7.749885539927264e-09,30.727868533109948,698.8771591191428,ansys_mapdl
26,AISI_4140,494.16275444883576,29696.0,17525.0,0.063373,63.37,60.55,64.9,11.65,6.0,359.03,1886.46,359.03,592.96,688.1,1107.87,1202.53,1886.46,210479.8499993457,284.3018243735553,949.8946272649154,3324.818353740845,75.70064411916287,368.15866828345287,28.342774654127897,21.96066739209213,43.60234334139303,37.63243528624018,93.97882472420991,49.44174604744652,0.1124397907801955,7.743163313831981,0.0214176960912089,0.0379692835550773,0.764744426520792,7.779543844599649e-09,28.878251774220352,705.4910871283492,ansys_mapdl
27,AISI_4140,540.4620604921067,38088.0,23035.0,0.020492,20.49,18.85,20.87,36.84,6.0,568.38,2123.63,568.38,1133.92,1183.16,1647.14,1749.15,2123.63,203343.03559292763,470.084262583982,680.3132904225447,2384.381667930898,63.52819646648106,439.98148043635774,17.380723589686305,19.571659999581545,53.091158043458165,53.98758843410072,81.6814630580044,50.979615806970045,0.2342656104953495,5.728356855900446,0.0066371151826422,0.0396067969660531,0.8184784787994892,7.84901749217445e-09,29.554618130189823,694.4617822661797,ansys_mapdl
28,AISI_4140,550.9983146203142,23431.0,13222.0,0.031235,31.24,17.94,20.19,36.93,6.0,588.53,2454.26,588.53,1345.26,1395.61,1502.39,1847.45,2454.26,214200.70593790177,210.9255492619204,1456.7787797739577,1593.716807356573,86.91504246685874,415.0359384808273,25.78980911424736,23.25752455838071,35.8978679308821,49.50044763476288,75.43158936098519,42.93973081047471,0.2352254743929458,7.031954323407634,0.0179776754555128,0.033450974537636,0.8128317626787419,7.853058814745591e-09,31.243452954549944,662.438283166154,ansys_mapdl
29,AISI_4140,524.259028942944,39739.0,24191.0,0.011186,11.19,10.58,11.4,63.75,6.0,536.53,2365.01,536.53,1003.38,1051.51,1294.25,1622.1,2365.01,201474.7653996329,767.1044891515448,772.5519678258222,1145.6145494044615,66.02440059141864,398.6766774736645,36.675383422377344,22.882567455483567,40.74683294829295,51.44916404854814,87.92384394864342,35.29178602363593,0.2455522824742381,7.1138823446324375,0.0134339485813492,0.0366662030984945,0.7510307282023281,7.804587552824282e-09,27.829945140233256,674.1573108421076,ansys_mapdl
30,AISI_4140,531.6821975545889,40745.0,24922.0,0.022372,22.37,29.77,32.48,20.29,6.0,463.38,2253.78,463.38,932.86,954.65,1237.07,1581.71,2253.78,205550.35491244053,809.2993011055571,383.5473993507253,2430.072374664923,87.62207326587037,392.6949615984947,39.91124670878152,11.453915981442382,44.977107223938695,54.35592219290877,94.42983020146804,40.57921525341396,0.1942294138517016,5.877637859521596,0.0233609622271093,0.0144716871496924,0.7244214804473996,7.762334074717781e-09,30.245255863449675,604.1389268710259,ansys_mapdl
31,AISI_4140,526.8580437205163,31085.0,17587.0,0.077344,77.34,45.51,51.95,15.02,6.0,281.58,1500.44,281.58,574.1,658.64,692.8,859.25,1500.44,211856.74823791167,806.2068740640209,621.8806500381838,1834.932868374264,71.34355682214637,417.3134150752422,23.48757025430688,14.713501568820927,53.7614436151386,41.24947761244832,92.35454108092996,37.89966456610205,0.2192692097639241,5.191752528429064,0.022355885877256,0.0325707973043746,0.7616196170070803,7.910045746615665e-09,34.508290383640286,683.7518100002327,ansys_mapdl
32,AISI_4140,559.9953894893829,21812.0,12106.0,0.076888,76.89,50.38,57.5,13.65,6.0,373.21,1543.52,373.21,678.24,721.81,828.24,924.82,1543.52,200754.00250074847,960.1648041309296,849.4804868184942,2826.751327190317,74.41324981255569,443.1768479956119,28.82930646630913,13.575985214906144,52.3778153159449,38.24582363077653,76.35772956244409,45.47096676375303,0.1184230514183268,5.62154668192483,0.0270088166584477,0.0164603334201459,0.7952987774853301,7.98972045082213e-09,30.403638810491493,687.4466051195334,ansys_mapdl
33,AISI_4140,508.4170719749681,21257.0,11386.0,0.037257,37.26,35.79,40.53,20.76,6.0,498.16,2032.36,498.16,997.97,1055.45,1294.17,1577.14,2032.36,204503.2600991949,731.1860545262939,1018.8248709642412,2284.1479544341382,60.73274945762052,421.01201836151097,15.49774993753017,11.17455421830645,41.09921475137004,42.27995565023632,94.7993222212233,49.81299610702632,0.1478398542021184,6.665740498198364,0.0113939262962383,0.0227823019878863,0.7983617910245145,7.740206338093287e-09,32.081935949823375,743.1018501254555,ansys_mapdl
34,AISI_4140,512.1477415930109,26863.0,16082.0,0.026732,26.73,18.67,20.69,39.99,6.0,565.96,2970.23,565.96,1309.48,1423.44,1524.64,2318.48,2970.23,202617.55248477348,538.4672486751657,991.497751633452,2642.806403351443,89.13008442003353,381.0209959869856,26.59628419701186,15.400376988979971,35.68145517719553,54.94705129812462,74.69191714998794,37.462208450685125,0.1678115004998222,5.120925315114103,0.010106283889007,0.03078888378053,0.7183388049588578,7.744782797521331e-09,28.445412522372944,746.6725680097028,ansys_mapdl
35,AISI_4140,502.8859626569944,29143.0,17635.0,0.020677,20.68,21.86,23.34,28.0,6.0,557.94,2589.83,557.94,1158.16,1257.93,1354.47,1806.04,2589.83,210028.2760550124,617.8150790052501,418.8630235198684,2945.759420438212,70.43639050757999,373.07440126881295,35.26293366245491,24.112237218146625,49.6179528630353,50.94207163783236,75.7653365329048,54.66320271558421,0.150294708649358,6.416929737320604,0.0167023935797933,0.0390255156636716,0.7790000658482589,7.701204531700927e-09,28.166818626424693,612.1534262198539,ansys_mapdl
36,AISI_4140,492.3733989822473,28309.0,16248.0,0.074627,74.63,53.75,59.36,12.0,6.0,397.48,1526.02,397.48,546.6,588.82,718.04,796.42,1526.02,201184.8440910884,337.0724401141157,560.2694024619979,2701.541181132614,75.28783493115566,376.5801906054374,22.104012787429312,18.40136065822491,51.69341467299967,36.76187134570664,90.53610228491384,41.62071706869725,0.2403022901784133,6.725129626222918,0.0259116136085303,0.0226014852192297,0.6597513170650497,7.861388635056113e-09,26.493622781730785,645.1339517154365,ansys_mapdl
37,AISI_4140,527.2766870604227,34064.0,20353.0,0.01087,10.87,12.33,13.93,56.78,6.0,493.41,2351.31,493.41,1009.43,1040.35,1302.89,1785.34,2351.31,203146.18038071,498.0438148289352,1383.8623264588389,1273.2282605084995,85.43644489341136,400.264522092448,27.0851051284338,14.490614946129506,51.26303852927575,55.72957168152752,80.23457480285609,54.33016100920839,0.1356651988952523,7.405846761846845,0.0219211941756875,0.0195500805550284,0.6756024688339166,7.974787471390128e-09,32.72117484456438,700.0907749736766,ansys_mapdl
38,AISI_4140,514.0257124354874,21848.0,12371.0,0.023863,23.86,22.88,25.86,31.15,6.0,579.33,1980.46,579.33,884.64,921.54,1109.37,1120.86,1980.46,213977.3650671714,696.6579160654549,495.29365047021895,1499.9383468744045,87.00921027982942,386.5647217047169,26.33345291949468,14.118327531446452,50.68776754498937,38.57939814689252,78.03764916639005,42.24931568109415,0.156272551440915,7.78492166995195,0.005997629303544,0.0218582536605394,0.8060798912817833,7.829145770442645e-09,25.17522604502716,712.6176911842813,ansys_mapdl
39,AISI_4140,561.6425419623702,23063.0,13301.0,0.170797,170.8,88.54,102.05,7.26,6.0,318.84,1531.83,318.84,594.41,688.78,759.15,826.79,1531.83,208186.53258752087,907.263543099034,519.753878765699,3469.957979602746,82.33296990175575,433.4660486738162,30.02698646859133,15.81653691820688,40.07314444287091,35.189925356685855,81.03626977074799,46.62995195264928,0.2012321047282972,6.877947139392761,0.0080299904945962,0.0112938435460208,0.8174279124993334,7.757018500423218e-09,28.360713066857087,642.8109428739679,ansys_mapdl
40,AISI_4140,569.820858174492,32023.0,18373.0,0.017647,17.65,15.34,16.19,44.3,6.0,547.36,1938.99,547.36,795.85,819.35,1003.6,1100.3,1938.99,211623.7209548737,776.4507771830246,1153.093021672832,1019.828777283334,88.62813226387077,436.6948253188798,19.593420327089945,24.90448026465146,47.97101682675115,43.9524754012178,88.50264912553249,52.01033250820695,0.1890470930969093,6.5410271508905575,0.027975650763843,0.0237480765076275,0.71392386340873,7.963007073454509e-09,27.654963335829827,679.520130072448,ansys_mapdl
41,AISI_4140,519.908723313956,31335.0,18734.0,0.012907,12.91,14.31,16.04,49.06,6.0,570.16,2601.52,570.16,1386.16,1475.12,1780.85,2272.19,2601.52,202778.98829345533,978.8401224453014,348.3470359321218,1765.131598547032,73.249597396469,397.71256267708895,25.19844642133064,23.748116819067377,38.54025033745274,58.004112762035646,82.99799619763333,51.79336807924098,0.1750207462542085,7.285573782670627,0.0199855002483977,0.0099857265921573,0.823899646788131,7.729276067975338e-09,30.97204060037447,702.1921805318981,ansys_mapdl
42,AISI_4140,564.2277027835256,31789.0,18384.0,0.049427,49.43,38.73,43.58,16.13,6.0,467.5,2244.73,467.5,839.34,916.71,1294.16,1703.9,2244.73,202327.588381512,645.0960254464557,1189.4921650806004,2992.805124872438,79.89825289389444,427.9636789121713,34.85763995883103,21.508131018628863,37.16630885597552,47.7831104863387,91.46397042646352,37.30063743845374,0.1609056376480641,7.599342754184013,0.0094850826149501,0.0264425387335165,0.7724821436810922,7.928099497544043e-09,33.31614552241984,624.6483053726807,ansys_mapdl
43,AISI_4140,494.2367540567184,24192.0,14016.0,0.048598,48.6,43.38,48.89,16.72,6.0,473.75,2543.9,473.75,821.58,935.89,1431.76,1835.75,2543.9,212739.02959592687,944.46246070171,1213.5508471304042,2761.750057129199,65.37503149568286,379.16278339841926,31.80371364207904,17.89522552053723,35.0803145911034,45.60277148475205,85.91077911908909,53.320183202840205,0.2200072598882112,7.1867578313876574,0.008573609435184,0.0174220658517754,0.7350660203817487,7.906972842577867e-09,31.72418946099254,725.1804384254974,ansys_mapdl
44,AISI_4140,531.4033509607816,41530.0,25580.0,0.017883,17.88,18.85,21.16,35.0,6.0,522.67,2361.33,522.67,1068.22,1130.16,1314.32,1785.73,2361.33,212077.48507684408,318.37160390611666,425.20895687937394,2500.4839167836863,77.93723094191714,404.7383355192705,32.06721373033949,16.660570769254498,47.34062440403198,57.89780131645929,90.12819981744616,53.79074396216722,0.2122568165808988,7.37918781172791,0.0050334883891998,0.0343119545033676,0.7334757689937708,7.944227845847936e-09,32.48271096539704,659.6988130630506,ansys_mapdl
45,AISI_4140,508.9332880087808,20064.0,10468.0,0.033584,33.58,41.81,46.04,15.03,6.0,598.55,2293.33,598.55,978.83,1009.8,1287.0,1500.58,2293.33,209177.25800671257,423.4213966320849,1242.3690937935562,2579.2096298914694,60.481954691549625,408.4002591784723,17.702143112657136,22.34893102610172,47.73828420317298,41.65771896330316,73.16715763194674,41.16755335631164,0.1576190938484128,7.977371319178658,0.0241232477184998,0.015207050237494,0.7148905651466892,7.732028500911638e-09,29.176398819575898,628.4339630959005,ansys_mapdl
46,AISI_4140,518.1167932050801,44605.0,27719.0,0.015698,15.7,21.46,23.33,34.34,6.0,483.22,2238.27,483.22,1207.66,1232.49,1474.21,1751.84,2238.27,209366.77854852765,444.804685859028,1114.9158451922538,2122.881779884889,68.65318967051547,391.245588034234,37.752246721685694,20.465768778644907,54.49902548378016,56.29602902443436,93.11759822369638,43.27100382361291,0.1654006730450198,7.880925883504955,0.0146138235061627,0.014285268282779,0.8488750648646439,7.869291419304487e-09,33.13910669470479,737.0690289812997,ansys_mapdl
47,AISI_4140,563.9112932843385,28078.0,16176.0,0.014499,14.5,16.1,17.43,40.72,6.0,492.69,2555.36,492.69,840.11,916.1,1395.02,2115.32,2555.36,210770.9066333884,613.6779159253592,885.1978517021446,1320.3084725985775,67.63754474920933,441.6689365545294,37.41984398750887,17.184967993090922,37.50128415546039,51.706177713911146,78.76106136298813,39.3970550920996,0.1257854351067204,6.814399101695358,0.0287045422542592,0.0180945672180577,0.6821657631470343,7.716085205068402e-09,32.973126617337385,655.6730576187963,ansys_mapdl
48,AISI_4140,587.1450949958813,32062.0,17959.0,0.052189,52.19,32.56,36.96,19.49,6.0,374.98,1672.32,374.98,639.74,707.27,824.21,959.68,1672.32,200520.6380566546,297.0217602105846,943.692190263694,1926.031521793773,84.68545671352646,449.2701612778435,31.144877399332007,22.04459960517934,49.22443541587798,44.84451924503962,86.84371502548571,43.57858366396415,0.230836474914509,5.110324756228884,0.0135381083419534,0.0185793274315681,0.7442883871452746,7.768894030872274e-09,34.30187841689762,634.8091797967566,ansys_mapdl
49,AISI_4140,520.8625678340242,32304.0,19065.0,0.03264,32.64,32.42,35.75,19.18,6.0,390.81,1618.2,390.81,614.61,688.11,967.53,987.3,1618.2,214834.1020804241,868.1013207351086,1421.6191209249714,1547.41710414928,62.42865017049259,406.65959348929727,32.52339723754741,19.25092693668697,49.978233379184026,36.28164130538382,89.8734076969367,44.93014341162566,0.1436383093537711,5.664989095542248,0.0173392335042588,0.0287571598109955,0.7907337249463043,7.835597292528528e-09,26.2694155746872,621.8757262929493,ansys_mapdl
50,AISI_4140,560.2875080666903,27241.0,15355.0,0.050964,50.96,37.96,43.6,19.17,6.0,455.23,1656.24,455.23,582.07,666.44,887.77,921.91,1656.24,200027.4257927877,513.046990644837,1482.2012488144435,1890.3479254565548,73.9367925407334,445.1674751485936,23.638820324701776,17.54442005266156,45.760055009135705,37.43012375819534,84.58685403790282,35.73148347836288,0.1864572200433074,6.30961232921465,0.0061403437331545,0.0273252090140076,0.6914439454029434,7.711986147364481e-09,26.197063431287987,727.8072654185252,ansys_mapdl
